Gut Microbiota	Gut Microbiata NCBI ID	Gut Microbiota ID	Classification	Substrate	Substrate PubChem CID	Substrate  HMDB ID	Substrate ChEBI ID	Metabolite	Metabolite PubChem CID	Metabolite HMDB ID	Metabolite ChEBI ID
Ruminococcus bromii	40518	gm0588	species	Starch	145864875		CHEBI:28017	Butyrate	104775		CHEBI:17968
Ruminococcus bromii	40518	gm0588	species	Starch	145864875		CHEBI:28017	Butyrate	104775		CHEBI:17968
Bacteroidetes	976	gm0090	phylum	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Bacteroidetes	976	gm0090	phylum	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Bacteroidetes	976	gm0090	phylum	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Bacteroidetes	976	gm0090	phylum	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Bacteroidetes	976	gm0090	phylum	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Bacteroidetes	976	gm0090	phylum	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Bacteroidetes	976	gm0090	phylum	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Bacteroidetes	976	gm0090	phylum	Succinate	160419		CHEBI:30031	Propionate	104745		CHEBI:17272
Escherichia coli BW25113	679895	gm0895	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli BW25113	679895	gm0895	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Escherichia coli BW25113	679895	gm0895	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole-3-carboxaldehyde	10256	HMDB0029737	CHEBI:28238
Escherichia coli JW5619		gm1042	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Escherichia coli JW5619		gm1042	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Escherichia coli JW5619		gm1042	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole-3-carboxaldehyde	10256	HMDB0029737	CHEBI:28238
Adlercreutzia equolifaciens MT4s-5		gm1054	strain	(-)-Epigallocatechin gallate	65064	HMDB0003153	CHEBI:4806	4-Hydroxy-5-(3-hydroxyphenyl)valeric acid	52920334		CHEBI:137492
Adlercreutzia equolifaciens MT4s-5		gm1054	strain	(-)-Epigallocatechin gallate	65064	HMDB0003153	CHEBI:4806	Epigallocatechin	72277		CHEBI:42255
Adlercreutzia equolifaciens MT4s-5		gm1054	strain	(-)-Epigallocatechin gallate	65064	HMDB0003153	CHEBI:4806	Gallic acid	370	HMDB0005807	CHEBI:30778
Flavonifractor plautii MT42		gm1055	strain	(-)-Epigallocatechin gallate	65064	HMDB0003153	CHEBI:4806	4-Hydroxy-5-(3-hydroxyphenyl)valeric acid	52920334		CHEBI:137492
Flavonifractor plautii MT42		gm1055	strain	(-)-Epigallocatechin gallate	65064	HMDB0003153	CHEBI:4806	Epigallocatechin	72277		CHEBI:42255
Flavonifractor plautii MT42		gm1055	strain	(-)-Epigallocatechin gallate	65064	HMDB0003153	CHEBI:4806	Gallic acid	370	HMDB0005807	CHEBI:30778
Ruminococcus gnavus	33038	gm0592	species					Ursodeoxycholic acid	31401	HMDB0000946	CHEBI:9907
Ruminococcus gnavus	33038	gm0592	species					Deoxycholic acid	222528	HMDB0000626	CHEBI:28834
Ruminococcus gnavus	33038	gm0592	species					Chenodeoxycholic acid	10133	HMDB0000518	CHEBI:16755
Penicillium mallochii CCH01		gm1062	strain	Vorinostat	5311	HMDB0015568	CHEBI:45716	Sclerotioramine	135860757		
Penicillium mallochii CCH01		gm1062	strain	Vorinostat	5311	HMDB0015568	CHEBI:45716	Sclerotiorin	6436015		
Eubacterium limosum	1736	gm0315	species	Isoxanthohumol	513197		CHEBI:171798	8-Prenylnaringenin	480764		CHEBI:50207
Bacteroides thetaiotaomicron	818	gm0087	species	Pectin	441476	HMDB0003402	CHEBI:17309	"1,4-Diaminobutane"	1045	HMDB0001414	CHEBI:17148
Bacteroides thetaiotaomicron	818	gm0087	species	Pectin	441476	HMDB0003402	CHEBI:17309	Spermidine	1102	HMDB0001257	CHEBI:16610
Fusobacterium varium	856	gm0820	species	Pectin	441476	HMDB0003402	CHEBI:17309	"1,4-Diaminobutane"	1045	HMDB0001414	CHEBI:17148
Fusobacterium varium	856	gm0820	species	Pectin	441476	HMDB0003402	CHEBI:17309	Spermidine	1102	HMDB0001257	CHEBI:16610
Lactobacillus plantarum	1590	gm0405	species	Linoelaidic acid	5282457	HMDB0006270	CHEBI:75108	10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	Linoelaidic acid	5282457	HMDB0006270	CHEBI:75108	10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	Linoelaidic acid	5282457	HMDB0006270	CHEBI:75108	10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	Linoelaidic acid	5282457	HMDB0006270	CHEBI:75108	10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	Linoelaidic acid	5282457	HMDB0006270	CHEBI:75108	10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	Linoelaidic acid	5282457	HMDB0006270	CHEBI:75108	10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	Linoelaidic acid	5282457	HMDB0006270	CHEBI:75108	10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	(Z)-10-Hydroxy-12-octadecenoic acid	46186046			10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	(Z)-10-Hydroxy-12-octadecenoic acid	46186046			10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	(Z)-10-Hydroxy-12-octadecenoic acid	46186046			10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	(Z)-10-Hydroxy-12-octadecenoic acid	46186046			10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	(Z)-10-Hydroxy-12-octadecenoic acid	46186046			10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	(Z)-10-Hydroxy-12-octadecenoic acid	46186046			10-Keto-12Z-octadecenoic acid	24970825		
Lactobacillus plantarum	1590	gm0405	species	(Z)-10-Hydroxy-12-octadecenoic acid	46186046			10-Keto-12Z-octadecenoic acid	24970825		
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Acetate	175		CHEBI:30089
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Faecalibacterium prausnitzii	853	gm0327	species					Butyrate	104775		CHEBI:17968
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Akkermansia muciniphila	239935	gm0030	species					Propionate	104745		CHEBI:17272
Lactobacillus casei Shirota		gm0953	strain					Pipecolic acid	849	HMDB0000070	CHEBI:17964
Lactobacillus casei Shirota		gm0953	strain					Serotonin	5202	HMDB0000259	CHEBI:28790
Lactobacillus casei Shirota		gm0953	strain					Acetylcholine	187	HMDB0000895	CHEBI:15355
Clostridia	186801	gm0181	class	Cholesterol	5997	HMDB0000067	CHEBI:16113	Estradiol	5757	HMDB0000151	CHEBI:16469
Clostridia	186801	gm0181	class	Cholesterol	5997	HMDB0000067	CHEBI:16113	Estradiol	5757	HMDB0000151	CHEBI:16469
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Lactiplantibacillus plantarum	1590	gm0856	species	Linoleic acid	5280450	HMDB0000673	CHEBI:17351	(Z)-10-Hydroxy-12-octadecenoic acid	46186046		
Clostridium sporogenes	1509	gm0710	species					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium sporogenes	1509	gm0710	species					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium sporogenes	1509	gm0710	species					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium sporogenes	1509	gm0710	species					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium sporogenes	1509	gm0710	species					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Clostridium sporogenes	1509	gm0710	species					3-Indolepropionic acid	3744	HMDB0002302	CHEBI:43580
Enterococcus faecalis	1351	gm0288	species	N-Trimethyllysine	440121			"N,N,N-trimethyl-5-aminovaleric acid"			
Pseudomonas aeruginosa	287	gm0551	species	N-Trimethyllysine	440121			"N,N,N-trimethyl-5-aminovaleric acid"			
Parabacteroides sp. HGS0025	1078087	gm1093	species					Butyrate	104775		CHEBI:17968
Bifidobacterium longum	216816	gm0112	species					5-Acetamido-2-azaniumylpentanoate	121596237		CHEBI:133180
Bacteroides thetaiotaomicron BT1492		gm1094	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Bacteroides ovatus BACOVA_04222		gm1095	strain	Tryptophan	6305	HMDB0000929	CHEBI:16828	Indole	798	HMDB0000738	CHEBI:16881
Lactobacillus	1578	gm0393	genus	Linolenic acid	5280934		CHEBI:27432	"13-hydroxy-9(Z),15(Z)-octadecadienoic acid"			
Lactobacillus	1578	gm0393	genus	Linolenic acid	5280934		CHEBI:27432	"13-oxo-9(Z),15(Z)-octadecadienoic acid"			
Akkermansia muciniphila ATCC BAA-835	349741	gm0951	strain					Nicotinamide	936		CHEBI:17154
Akkermansia muciniphila ATCC BAA-2869		gm1112	strain					Nicotinamide	936		CHEBI:17154
Clostridium butyricum WZMC1016		gm1115	strain					Butyrate	104775		CHEBI:17968
Ruminococcus gnavus	33038	gm0592	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Tryptamine	1150	HMDB0000303	CHEBI:16765
Clostridium sporogenes	1509	gm0710	species	Tryptophan	6305	HMDB0000929	CHEBI:16828	Tryptamine	1150	HMDB0000303	CHEBI:16765
Clostridium butyricum CGMCC0313.1		gm1122	strain					Butyrate	104775		CHEBI:17968
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Lactobacillus acidophilus ATCC 4356		gm1124	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904	gm0910	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
Enterococcus faecalis ATCC 19433	1169286	gm1125	strain	Berberine	2353	HMDB0003409	CHEBI:16118	Oxyberberine	11066		
